HS Code,Item (Arabic),Duty Rate (%)
04022920100,ألبان مركزة بشكل مسحوق .. تحتوي على دسم تزيد عن 1.5% وزنا (غ. م.ك) في عبوات.. لا تزيد عن (3) كيلو,0
04022920900,قشدة مركزة بشكل مسحوق .. تحتوي دسم تزيد عن 1.5% وزنا (غ. م.ك) في عبوات.. لا تزيد عن (3) كيلو,0
04022990100,حليب مسحوق محتوي على نسبة دسم تزيد عن 1.5% وزناً يحتوي سكر مضاف معبأ بعبوات تزيد عن 3 كغم ولا تتجاوز 5 كغم,0
04022990200,حليب مسحوق محتوي على نسبة دسم تزيد عن 1.5% وزناً يحتوي سكر مضاف معبأ بعبوات تزيد عن 5 كغم,0
04022990900,قشدة مركزة بشكل مسحوق .. تحتوي على نسبة من الدسم تزيد عن 1.5% وزنا (غ. م.ك)),0
04029100100,حليب مسحوق (غ. م.ك) لا يحتوي على سكر مضاف معبأ بعبوات تزيد عن 3 كغم ولا تتجاوز 5 كغم,5
04029100200,حليب مسحوق (غ. م.ك) لا يحتوي على سكر مضاف معبأ بعبوات تزيد عن 5 كغم,5
04029100900,قشدة مركزة (غ. م.ك) لا تحتوي على سكر مضاف أو أي مواد تحلية أخر,5
04029900100,حليب مسحوق (غ. م.ك) يحتوي على سكر مضاف معباً بعبوات تزيد عن 3 كغم ولا تتجاوز 5 كغم,5
04029900200,حليب مسحوق (غ.م.ك) يحتوي على سكر مضاف معبأ بعبوات تزيد عن 5 كغم,5
04029900900,قشدة مركزة (غ.م.ك) تحتوي على سكر مضاف أو أي مواد تحلية أخر,5
04032000100,لبن رائب (زبادي) محتوي على فواكه أو منكة بالفواكه,25
04032000900,لبن رائب (زبادي) (غ.م.ك),25
04039010000,جميد,15
04039090000,مخيض وألبان وقشدة ( عدا اللبن الرايب والجميد مخثرة أو مخمرة أو محمضة,25
04041000000,مصل اللبن و مصل اللبن المعدل وإن كان مركزا أو محتويا على سكر مضاف او على مواد تحلية آخر,0
04049000000,منتجات مكونة من عناصر حليب طبيعية وإن كانت محلاة (غ. م.ك),0
04051000000,زبد,0
04052000000,ألبان قابلة للدهن,0
04059000000,"مواد دسمة آخر مشتقة من الحليب, عدا الزبدة والألبان القابلة للدهن)",5
04061000000,جبن طازج (مخثر أو غير مخمر,0
04062000000,أجبان مبشورة أو بشكل مسحوق من جميع الأنواع,0
04063000000,أجبان معالجة غير مبشورة ولا بشكل مسحوق,0
04064000000,أجبان ذات عروق زرقاء واجبان اخر محتوية على عروق منتجة بواسطة بنسيليوم روكيفورتي,0
04069010000,جبنة الشيدر المستوردة بعبوات غير مهيأة للبيع بالتجزئة المستودة .. المصانع المرخصة لإنتاج الأجبان,0
04069090000,أجبان أخر (غ. م.ك),0
04071100000,بيض طيور بقشرة طازج او محفوظ ملقح للتفريخ من دجاج نوع جالوس دومستيكوس,5
04071900000,بيض طيور بقشرة طازج او محفوظ ملقح للتفريخ من دجاج اخر (غ. م.ك),5
04072110000,بيض طيور بقشرة طازج اخر من دجاج نوع جالوس دومستيكوس لصناعة اللقاحات البيطرية,0
04072190000,بيض طيور بقشرة طازج اخر من دجاج نوع جالوس دومستيكوس (غ.م.ك),15
04072910000,بيض طيور بقشرة طازج من دجاج اخر لصناعة اللقاحات البيطرية (غ.م.ك),0
04072990000,بيض طيور بقشرة طازج من دجاج اخر (غ. م.ك),5
04079010000,بيض طيور بقشرة طازج او محفوظ او مطبوخ من دجاج اخر لصناعة اللقاحات البيطرية (غ. م.ك),0
04079090000,بيض طيور بقشرة طازج او محفوظ او مطبوخ من دجاج اخر (غ.م.ك),5
04081100000,صفار بيض (مح) مجفف,0
04081900000,صفار بيض (مح) طازج أو مجمد او مسلوق بالماء أو مطبوخ,5
04089100000,بيض طيور بدون قشره مجفف,0
04089900000,بيض طيور أخر بدون قشره طازج أو مجمد,5
04090040000,"عسل طبيعي، المستورد من قبل المصانع كمدخلات انتاج",0
04090090000,"عسل طبيعي, (غ. م.ك)",5
04100000000,منتجات صالحة للأكل من أصل حيواني (غ. م.ك),5
04101010000,حشرات صالحة للأكل طازجة او مبردة أو مجمدة,5
04101020000,"حشرات صالحة للاكل مملحة او في ماء مملح ، أو مجففة او مدخنة ؛ دقيق وسميد",5
04101090000,حشرات صالحة للأكل غير تلك الطازجة او مبردة او مجمدة,5
04109000000,منتجات أخر صالحة للأكل من أصل حيواني ( عدا الحشرات),5
04091000000,"دقيق و سميد وكريات مكتلة من أسماك ، صالحة للاستهلاك البشري",5
04099000000,دقیق و سميد وكريات مكتلة من قشريات ورخويات,5
05010000000,شعر بشري خام وفضلات الشعر البشري,5
05021000000,شعر خنزير وشعر خنزير بري وفضلاته,5
05029000000,وبر غرير وغيره من أوبار أصناف الفراجين (الفرش) وفضلاتها,5
05040000000,مصارين ومثانات ومعد حيوانات (عدا الأسماك) كاملة أو قطع طازجة او مبردة او مجمدة أو مملحة أو مدخنة,0
05051000000,"ريش طيور من الأنواع المستخدمة في الحشو زغب، خام أو لم يجر حفظها",0
05059000000,جلود طيور وأجزاء أخر من طيور (غ. م.ك) خام أو لم يجر حفظها؛ نفايات ريش أو أجزاء ريش,5
05061000000,عظمين (بروتين عظام أو عظام معالجة بحمض),5
05069000000,"عظام وأروم قرون، خام أو منزوع الدهن أو الهلام؛ نفايات ومساحيق هذه المنتجات",5
05071000000,عاج ومساحيقة ونفاياته,5
05079000000,ذبل سلحفاة وصفيحات فك الحوت أو ثديات بحرية وقرون ومناقير أخر خام او محضرة أو مساحيقها,5
05080000000,"مرجان، أصداف رخويات أو قشريات أو قنفديات بحرية (عدا الفارغة) وعظام حبار خام أو مساحيقها وفضلاتها",5
05100000000,عنبر أشهب طيب القندس زباد ومسك ذراريح صفراء غدد ومنتج حيواني آخر طازجة أو مبردة أو مجمدة,5
05111000000,مني ذكور الابقار,5
05119110000,بيض الأسماك الملقح المعد للتفريخ,5
05119120000,نفايات أسماك,5
05119190000,منتجات أسماك أو رخويات أو قشريات أو لافقاريات مائية أخر؛ حيوانات ميتة من الفصل 3 (غ.م.ك),5
05119910000,بيض دودة الحرير (القز),5
05119920000,دودة القرمز والقرمز الحيواني,5
05119930000,أجنة عجول,5
05119940000,مسحوق دم دواجن,5
05119950000,شعر خيل وفضلاته وإن كانت بشكل طبقات على حامل أو بدونه,5
05119960000,اسفنج طبيعي من أصل حيواني,0
05119990000,"منتجات حيوانية أخر (غ. م.ك)، حيوانات ميتة من الفصل (1) أو (3) غير صالحة للاستهلاك البشري",5
06011000000,بصيلات وبصلات ودرنات وجذور درنية وبصلية وسيقان أرضية جذامير أو ريزومات راقدة,5
06012010000,نباتات وجذور الهندباء (شيكوريا),5
06012090000,بصيلات وبصلات ودرنات وجذور درنية وبصلية وسيقان أرضية (جذامير أو ريزومات) منبتة أو مزهرة,5
06021000000,فسائل وعقل غير مجذرة,5
06022000000,"أشجار وجنبات وشجيرات فواكه وثمار صالحة للاكل، مطعمة أم لا",5
06023020000,"أشتال أزهار القطف لغايات الاكثار من جنبات وردية وصحراوية، مطعمة أم لا",5
06023030000,نباتات زينة أخر (غ. م.ك) من جنبات وردية أو صحراوية مطعمة أم لا,5
06023090000,"جنبات وردية وصحراوية أخر، مطعمة أم لا",5
06024010000,"أشتال أزهار القطف لغايات الإكثار من ورود، مطعمة أم لا",5
06024090000,ورود مطعمة أم لا (عدا أشتال الأزهار لغايات الإكثار),5
06029020000,أشتال أزهار القطف لغايات الإكثار من نباتات حية أخر (غ.م.ك),5
06029030000,نباتات زينة آخر (غ. م.ك),5
06029040000,بياض الفطر,0
06029090000,نباتات حية أخر (غ. م.ك) (بما فيها جذورها),5
06031100000,"ورود، للباقات أو للتزيين، نضرة",5
06031200000,"قرنفل، للباقات أو للتزيين، نضرة",5
06031300000,"اوركيدا (سحلبية)، للباقات أو للتزيين، نضرة",5
06031400000,"اقحوان، للباقات أو للتزيين، نضرة",5
06031500000,"زنبق (ليليوم) للباقات أو للتزيين، نضرة",5
06031900000,"أزهار وبراعم أزهار للباقات أو للتزيين، نضرة، (غ.م.ك)",5
06039000000,"أزهار وبراعم أزهار للباقات أو للتزيين، يابسة أو مبيضة أو مصبوغة أو محضرة بطريقة أخرى",5
06042000000,أغصان وارقة وأوراق وأفنان وأجزاء نباتات أخر دون براعم أو أزهار للباقات أو للزينة نضرة,5
06049000000,أغصان وارقة وأوراق وأفنان وأجزاء نباتات أخر للباقات أو للزينة (غ. م.ك),5
07011000000,تقاوي بطاطا للزرع,5
07019011000,"بطاطا أخر, طازجة أو مبردة للفترة من 31/11/11 ، البطاطا التصنيعية المستوردة من قبل مصانع تصنيع الشيبس كمدخل إنتاج",0
07019019000,"بطاطا أخر, طازجة أو مبردة للفترة من /11--3111/، (غ.م.ك)",15
07019091000,"بطاطا أخر, طازجة أو مبردة (غ.م.ك)، البطاطا التصنيعية المستوردة من قبل مصانع تصنيع الشيبس كمدخل إنتاج",0
07019099000,"بطاطا أخر, طازجة أو مبردة (غ.م.ك)",25
07020000000,"بندورة (طماطم)، طازجة أو مبردة",25
07031020000,تقاوي بصل (قنار) للزرع,5
07031030000,بصل اخر طازج او مبرد,25
07031090000,"عسقلان, طازج أو مبرد",5
07032000100,تقاوي الثوم,25
07032000900,غيرها (ثوم),25
07039000000,كرات وخضار ثومية أخر (غ. م.ك) طازجة أو مبردة,5
07041000000,قرنبيط وقرنبيط بروكلي صالح للأكل طازج أو مبرد,15
07042000000,كرنب بروكسل صالح للأكل طازج أو مبرد,25
07049000100,ملفوف صالح للأكل طازج أو مبرد,25
07049000900,كرنب وملفوف وقرنبيط أخر وخضر مماثلة صالحة للأكل من جنس براسيكا طازجة أو مبردة,25
07051100000,خس مكبب طازج أو مبرد,25
07051900000,خس أخر طازج أو مبرد ( عدا الخس المكبب),25
07052100000,هندباء (شيكوري) وتلوف طازجة أو مبردة,25
07052900000,"هندباء (شيكوري) ( عدا هندباء وتلوف), طازجة أو مبردة",25
07061000100,"جزر, طازج أو مبرد",15
